,address,categories,cc,city,country,crossStreet,distance,formattedAddress,id,labeledLatLngs,lat,lng,name,neighborhood,postalCode,Venue Type,state
48,First Canadian Place,Coffee Shop,CA,Toronto,Canada,,434,"['First Canadian Place', 'Toronto ON', 'Canada']",52d55043498e0bb9467cb386,"[{'label': 'display', 'lat': 43.648430229907774, 'lng': -79.38078185491995}]",43.648430229907774,-79.38078185491995,Timothy's World Coffee, Downtown Toronto,,coffee,ON
49,346 Front St W,Coffee Shop,CA,Toronto,Canada,Spadina Ave,900,"['346 Front St W (Spadina Ave)', 'Toronto ON M5V 3W7', 'Canada']",5b16e6f8dd8442002cdf38fb,"[{'label': 'display', 'lat': 43.643352, 'lng': -79.392115}]",43.643352,-79.392115,Cannabis & Coffee, Downtown Toronto,M5V 3W7,coffee,ON
0,165 York St,Steakhouse,CA,Toronto,Canada,btwn Richmond St. & Adelaide St.,123,"['165 York St (btwn Richmond St. & Adelaide St.)', 'Toronto ON M5H 3R8', 'Canada']",4ad69511f964a520e40721e3,"[{'label': 'display', 'lat': 43.649937252985254, 'lng': -79.38419604942506}]",43.649937252985254,-79.38419604942506,The Keg Steakhouse & Bar, Downtown Toronto,M5H 3R8,bar,ON
1,150 King St. W.,Bar,CA,Toronto,Canada,at York St.,279,"['150 King St. W. (at York St.)', 'Toronto ON M5H 2B6', 'Canada']",4d2b615e342d6dcb2b8115cb,"[{'label': 'display', 'lat': 43.647945662980305, 'lng': -79.3837058277153}]",43.647945662980305,-79.3837058277153,Earls Kitchen & Bar, Downtown Toronto,M5H 2B6,bar,ON
2,194 Queen St W,Jazz Club,CA,Toronto,Canada,Queen & St. Patrick,236,"['194 Queen St W (Queen & St. Patrick)', 'Toronto ON M5V 1Z1', 'Canada']",4b68aed1f964a520de862be3,"[{'label': 'display', 'lat': 43.65050475544005, 'lng': -79.38857723389897}]",43.65050475544005,-79.38857723389897,The Rex Hotel Jazz & Blues Bar, Downtown Toronto,M5V 1Z1,bar,ON
3,144 Front St W,American Restaurant,CA,Toronto,Canada,at University Ave,542,"['144 Front St W (at University Ave)', 'Toronto ON M5J 2L7', 'Canada']",4ae0cf40f964a520bc8221e3,"[{'label': 'display', 'lat': 43.645315, 'lng': -79.383837}]",43.645315,-79.383837,Jack Astor's Bar & Grill, Downtown Toronto,M5J 2L7,bar,ON
4,15 York St,Sports Bar,CA,Toronto,Canada,at Bremner Blvd,948,"['15 York St (at Bremner Blvd)', 'Toronto ON M5J 0A3', 'Canada']",4c05b0ce5753c92838e739f1,"[{'label': 'display', 'lat': 43.642645021093685, 'lng': -79.37975314313142}]",43.642645021093685,-79.37975314313142,Real Sports Bar & Grill, Downtown Toronto,M5J 0A3,bar,ON
5,137 Peter St,Beer Bar,CA,Toronto,Canada,Peter & Richmond,631,"['137 Peter St (Peter & Richmond)', 'Toronto ON M5V 2H3', 'Canada']",5612ea8b498e102e764fc304,"[{'label': 'display', 'lat': 43.649068842850404, 'lng': -79.39345567330301}]",43.649068842850404,-79.39345567330301,Bar Hop Brewco, Downtown Toronto,M5V 2H3,bar,ON
6,96 Richmond Street West,Steakhouse,CA,Toronto,Canada,at Bay,258,"['96 Richmond Street West (at Bay)', 'Toronto ON M5H 2A3', 'Canada']",4b3db5e4f964a520709625e3,"[{'label': 'display', 'lat': 43.65119745750837, 'lng': -79.38297614548685}]",43.65119745750837,-79.38297614548685,Quinn's Steakhouse & Bar, Downtown Toronto,M5H 2A3,bar,ON
7,215 Spadina Ave,Coffee Shop,CA,Toronto,Canada,at Sullivan St.,912,"['215 Spadina Ave (at Sullivan St.)', 'Toronto ON M5T 2C7', 'Canada']",4ad76dadf964a520530a21e3,"[{'label': 'display', 'lat': 43.65056381026066, 'lng': -79.39701810600826}]",43.65056381026066,-79.39701810600826,Dark Horse Espresso Bar, Downtown Toronto,M5T 2C7,bar,ON
8,145 Richmond Street West,Restaurant,CA,Toronto,Canada,Hilton Toronto,22,"['145 Richmond Street West (Hilton Toronto)', 'Toronto ON M5H 2L2', 'Canada']",50ca02be245f2d4aa8c2ab5b,"[{'label': 'display', 'lat': 43.64979669604817, 'lng': -79.3858073393927}]",43.64979669604817,-79.3858073393927,Barristers Bar, Downtown Toronto,M5H 2L2,bar,ON
9,260 Yonge Street,New American Restaurant,CA,Toronto,Canada,,672,"['260 Yonge Street', 'Toronto ON M5B 2L9', 'Canada']",57dd99cb498ee67580d16390,"[{'label': 'display', 'lat': 43.654837, 'lng': -79.380742}]",43.654837,-79.380742,Bar Verde, Downtown Toronto,M5B 2L9,bar,ON
10,100 Front St. W,Hotel Bar,CA,Toronto,Canada,,600,"['100 Front St. W', 'Toronto ON M5J 1E3', 'Canada']",4ad4c05df964a5203cf620e3,"[{'label': 'display', 'lat': 43.64550019136729, 'lng': -79.38160166851243}]",43.64550019136729,-79.38160166851243,Library Bar, Downtown Toronto,M5J 1E3,bar,ON
11,181 Bay St,Japanese Restaurant,CA,Toronto,Canada,at Wellington St. W,602,"['181 Bay St (at Wellington St. W)', 'Toronto ON M5J 2T3', 'Canada']",4ae73054f964a5203ca921e3,"[{'label': 'display', 'lat': 43.64710349021134, 'lng': -79.37938978621831}]",43.64710349021134,-79.37938978621831,Ki Modern Japanese + Bar, Downtown Toronto,M5J 2T3,bar,ON
12,382 Yonge St. Unit #7,Italian Restaurant,CA,Toronto,Canada,Gerrard,1019,"['382 Yonge St. Unit #7 (Gerrard)', 'Toronto ON M5B 1S8', 'Canada']",52f6816f11d24a43115dc834,"[{'label': 'display', 'lat': 43.658920292028725, 'lng': -79.38289105381784}]",43.658920292028725,-79.38289105381784,Scaddabush Italian Kitchen & Bar, Downtown Toronto,M5B 1S8,bar,ON
13,92 King St. E.,Wings Joint,CA,Toronto,Canada,at Church St.,856,"['92 King St. E. (at Church St.)', 'Toronto ON M5C 3V8', 'Canada']",4ae62339f964a520fca421e3,"[{'label': 'display', 'lat': 43.64986310537118, 'lng': -79.37509018529298}]",43.64986310537118,-79.37509018529298,St. Louis Bar and Grill, Downtown Toronto,M5C 3V8,bar,ON
14,156 Front St W,Italian Restaurant,CA,Toronto,Canada,at Simcoe St,544,"['156 Front St W (at Simcoe St)', 'Toronto ON M5J 2L6', 'Canada']",4aa9328df964a5206b5220e3,"[{'label': 'display', 'lat': 43.645129694026686, 'lng': -79.3850249304319}]",43.645129694026686,-79.3850249304319,Joe Badali's Ristorante Italiano & Bar, Downtown Toronto,M5J 2L6,bar,ON
15,150 King St. W,Café,CA,Toronto,Canada,in the PATH,260,"['150 King St. W (in the PATH)', 'Toronto ON M5H 4B6', 'Canada']",4fccaa8fe4b05a98df3d9417,"[{'label': 'display', 'lat': 43.64788137014028, 'lng': -79.38433152836829}]",43.64788137014028,-79.38433152836829,Sam James Coffee Bar (SJCB), Downtown Toronto,M5H 4B6,bar,ON
16,26 The Esplanade,Steakhouse,CA,Toronto,Canada,,952,"['26 The Esplanade', 'Toronto ON', 'Canada']",4b56a44ff964a5206e1728e3,"[{'label': 'display', 'lat': 43.64667637593993, 'lng': -79.37482154865866}]",43.64667637593993,-79.37482154865866,The Keg Steakhouse + Bar, Downtown Toronto,,bar,ON
17,266 Adelaide Street West,Café,CA,Toronto,Canada,John Street,392,"['266 Adelaide Street West (John Street)', 'Toronto ON', 'Canada']",54f5f80e498e300bbba1e5be,"[{'label': 'display', 'lat': 43.648059, 'lng': -79.389791}]",43.648059,-79.389791,Rialto Espresso Bar, Downtown Toronto,,bar,ON
18,360 Yonge St.,Karaoke Bar,CA,Toronto,Canada,at Elm St.,978,"['360 Yonge St. (at Elm St.)', 'Toronto ON M5B 1S5', 'Canada']",4ad949def964a520991921e3,"[{'label': 'display', 'lat': 43.65833815125888, 'lng': -79.38190205475544}]",43.65833815125888,-79.38190205475544,Bar+ Karaoke Lounge, Downtown Toronto,M5B 1S5,bar,ON
19,297 King St W,Italian Restaurant,CA,Toronto,Canada,at John St,528,"['297 King St W (at John St)', 'Toronto ON M5V 1J5', 'Canada']",4b3ace79f964a520ae6e25e3,"[{'label': 'display', 'lat': 43.64641598988062, 'lng': -79.39003009548966}]",43.64641598988062,-79.39003009548966,Kit Kat Italian Bar & Grill, Downtown Toronto,M5V 1J5,bar,ON
20,595 Bay St.,Wings Joint,CA,Toronto,Canada,Atrium on Bay,746,"['595 Bay St. (Atrium on Bay)', 'Toronto ON M5G 2C2', 'Canada']",4af4e6e2f964a52052f721e3,"[{'label': 'display', 'lat': 43.65632495785165, 'lng': -79.38269266655193}]",43.65632495785165,-79.38269266655193,St. Louis Bar and Grill, Downtown Toronto,M5G 2C2,bar,ON
21,35 Church St,American Restaurant,CA,Toronto,Canada,at Front St E,975,"['35 Church St (at Front St E)', 'Toronto ON M5E 1T3', 'Canada']",4ada5d5bf964a520e92121e3,"[{'label': 'display', 'lat': 43.648682887543444, 'lng': -79.37374087760644}]",43.648682887543444,-79.37374087760644,The Hot House Restaurant & Bar, Downtown Toronto,M5E 1T3,bar,ON
22,190 University Ave,Noodle House,CA,Toronto,Canada,btwn Richmond & Adelaide St W,80,"['190 University Ave (btwn Richmond & Adelaide St W)', 'Toronto ON M5H 0A3', 'Canada']",505125b2e4b0253ca4e47351,"[{'label': 'display', 'lat': 43.6493658716176, 'lng': -79.38621652451032}]",43.6493658716176,-79.38621652451032,Momofuku Noodle Bar, Downtown Toronto,M5H 0A3,bar,ON
23,125 Bremner Blvd.,Sports Bar,CA,Toronto,Canada,at York St.,856,"['125 Bremner Blvd. (at York St.)', 'Toronto ON M5J 3A4', 'Canada']",4b4a41c8f964a520198126e3,"[{'label': 'display', 'lat': 43.642618990515814, 'lng': -79.38269531001394}]",43.642618990515814,-79.38269531001394,Hoops Sports Bar & Grill- Bremner, Downtown Toronto,M5J 3A4,bar,ON
24,"382 Yonge St, Unit 8",Bar,CA,Toronto,Canada,at Gerrard St W,1025,"['382 Yonge St, Unit 8 (at Gerrard St W)', 'Toronto ON M5B 1S8', 'Canada']",529fa9e111d2159d1f3caa0e,"[{'label': 'display', 'lat': 43.65897985683036, 'lng': -79.38294890507811}]",43.65897985683036,-79.38294890507811,Duke's Refresher + Bar, Downtown Toronto,M5B 1S8,bar,ON
25,Ritz-Carlton,Bar,CA,Toronto,Canada,,477,"['Ritz-Carlton', 'Toronto ON', 'Canada']",515cb1bbe4b0c62cd01e8f36,"[{'label': 'display', 'lat': 43.645828339409874, 'lng': -79.38715269409533}]",43.645828339409874,-79.38715269409533,The Ritz Bar, Downtown Toronto,,bar,ON
26,613 Queen St W,Café,CA,Toronto,Canada,btwn Bathurst & Portland,1385,"['613 Queen St W (btwn Bathurst & Portland)', 'Toronto ON M5V 2B7', 'Canada']",51f7b952498ec4fd67788f71,"[{'label': 'display', 'lat': 43.647419183755126, 'lng': -79.40255659297493}]",43.647419183755126,-79.40255659297493,Early Bird Espresso & Brew Bar, Downtown Toronto,M5V 2B7,bar,ON
27,244 Adelaide St. W,Nightclub,CA,Toronto,Canada,at Duncan St.,306,"['244 Adelaide St. W (at Duncan St.)', 'Toronto ON', 'Canada']",4aea1fddf964a52093b921e3,"[{'label': 'display', 'lat': 43.64829591174107, 'lng': -79.38872507140226}]",43.64829591174107,-79.38872507140226,Bar 244, Downtown Toronto,,bar,ON
28,181 Wellington Street West,Hotel Bar,CA,Toronto,Canada,"Ritz-Carlton, near TOCA Restaurant",529,"['181 Wellington Street West (Ritz-Carlton, near TOCA Restaurant)', 'Toronto ON M5V 3G7', 'Canada']",4d5f35c2b19fa1435c8ee4c8,"[{'label': 'display', 'lat': 43.645355468241654, 'lng': -79.38717782209017}]",43.645355468241654,-79.38717782209017,TOCA Bar, Downtown Toronto,M5V 3G7,bar,ON
29,401 Richmond St W,Coffee Shop,CA,Toronto,Canada,,692,"['401 Richmond St W', 'Toronto ON M5V 3A8', 'Canada']",56706795498e64120cb554e3,"[{'label': 'display', 'lat': 43.64812368827817, 'lng': -79.39392246152059}]",43.64812368827817,-79.39392246152059,Dark Horse Espresso Bar, Downtown Toronto,M5V 3A8,bar,ON
30,138 Adelaide St E,BBQ Joint,CA,Toronto,Canada,at Jarvis St,1063,"['138 Adelaide St E (at Jarvis St)', 'Toronto ON M5C 1K9', 'Canada']",506880f3e8893b5a347c4043,"[{'label': 'display', 'lat': 43.65165840099557, 'lng': -79.3727201723461}]",43.65165840099557,-79.3727201723461,Triple A Bar (AAA), Downtown Toronto,M5C 1K9,bar,ON
31,15 Toronto Street,Coffee Shop,CA,Toronto,Canada,,766,"['15 Toronto Street', 'Toronto ON', 'Canada']",5553954a498e8e11bc49ecf2,"[{'label': 'display', 'lat': 43.65031871629752, 'lng': -79.37621650642859}]",43.65031871629752,-79.37621650642859,Sam James Coffee Bar (SJCB), Downtown Toronto,,bar,ON
32,400 - 10 Dundas St E,American Restaurant,CA,Toronto,Canada,at Yonge St,809,"['400 - 10 Dundas St E (at Yonge St)', 'Toronto ON M5B 2G9', 'Canada']",4ad9fe57f964a520ef1c21e3,"[{'label': 'display', 'lat': 43.65634480778133, 'lng': -79.3808400352305}]",43.65634480778133,-79.3808400352305,Milestones Grill + Bar, Downtown Toronto,M5B 2G9,bar,ON
33,37 King St East,Hotel Bar,CA,Toronto,Canada,Le Royal Meridien King Edward Hotel,755,"['37 King St East (Le Royal Meridien King Edward Hotel)', 'Toronto ON M5C 1E9', 'Canada']",4ba192cef964a52079c137e3,"[{'label': 'display', 'lat': 43.649565783422304, 'lng': -79.37635881958838}]",43.649565783422304,-79.37635881958838,Consort Bar, Downtown Toronto,M5C 1E9,bar,ON
34,80 Blue Jays Way,Hotel Bar,CA,Toronto,Canada,Mercer,720,"['80 Blue Jays Way (Mercer)', 'Toronto ON M5V', 'Canada']",59e01c65419a9e5dd2c6371f,"[{'label': 'display', 'lat': 43.645394311373984, 'lng': -79.39202673164897}]",43.645394311373984,-79.39202673164897,Mister C (Bisha Lobby Bar), Downtown Toronto,M5V,bar,ON
35,313 Bremner Blvd,Wings Joint,CA,Toronto,Canada,Toronto CityPlace,1114,"['313 Bremner Blvd (Toronto CityPlace)', 'Toronto ON M5V 3V3', 'Canada']",4ade55bcf964a5201b7521e3,"[{'label': 'display', 'lat': 43.64058569391129, 'lng': -79.39047316891244}]",43.64058569391129,-79.39047316891244,St. Louis Bar and Grill, Downtown Toronto,M5V 3V3,bar,ON
36,Toronto PATH - Exchange Tower -130 King Street West,Salon / Barbershop,CA,Toronto,Canada,,281,"['Toronto PATH - Exchange Tower -130 King Street West', 'Toronto ON', 'Canada']",5447f86c498e840cc8a102ed,"[{'label': 'display', 'lat': 43.648145, 'lng': -79.383326}]",43.648145,-79.383326,Polish'd Nail Bar, Downtown Toronto,,bar,ON
37,372 Bay St.,Pub,CA,Toronto,Canada,at Richmond St.,392,"['372 Bay St. (at Richmond St.)', 'Toronto ON M5H 1M7', 'Canada']",4af8da92f964a5204a1022e3,"[{'label': 'display', 'lat': 43.65118713330148, 'lng': -79.38113925615237}]",43.65118713330148,-79.38113925615237,Blue Stone Grill & Bar, Downtown Toronto,M5H 1M7,bar,ON
38,145 Richmond St W,Hotel Bar,CA,Toronto,Canada,in Hilton Toronto,9,"['145 Richmond St W (in Hilton Toronto)', 'Toronto ON M5H 2L2', 'Canada']",50847fc9e4b0361f67a5e449,"[{'label': 'display', 'lat': 43.64999932228339, 'lng': -79.38560709495744}]",43.64999932228339,-79.38560709495744,Tundra Bar, Downtown Toronto,M5H 2L2,bar,ON
39,525 Queen St W,Café,CA,Toronto,Canada,at Augusta Ave.,1137,"['525 Queen St W (at Augusta Ave.)', 'Toronto ON M5V 2B4', 'Canada']",507ef693e4b0324d293e4f49,"[{'label': 'display', 'lat': 43.64803481756751, 'lng': -79.39958308867753}]",43.64803481756751,-79.39958308867753,Aroma Espresso Bar, Downtown Toronto,M5V 2B4,bar,ON
40,1 Harbor Square,Hotel Bar,CA,Toronto,Canada,,1314,"['1 Harbor Square', 'Toronto ON', 'Canada']",4fd71d33e4b0b5e7100bfde6,"[{'label': 'display', 'lat': 43.640485908474695, 'lng': -79.37604353917551}]",43.640485908474695,-79.37604353917551,The Chartroom Bar & Lounge, Downtown Toronto,,bar,ON
41,234 Bay St.,Café,CA,Toronto,Canada,(Inside the Design Exchange),521,"['234 Bay St. ((Inside the Design Exchange))', 'Toronto ON', 'Canada']",51c33f93498e2bd7ff754d8b,"[{'label': 'display', 'lat': 43.64752496517155, 'lng': -79.38021550860363}]",43.64752496517155,-79.38021550860363,Design Exchange Barocco Espresso Bar, Downtown Toronto,,bar,ON
42,"190 University Avenue, 2nd floor",Dessert Shop,CA,Toronto,Canada,,75,"['190 University Avenue, 2nd floor', 'Toronto ON M5H 0A3', 'Canada']",51e95d05498e8bada7279d24,"[{'label': 'display', 'lat': 43.64947, 'lng': -79.38633}]",43.64947,-79.38633,Momofuku Milk Bar, Downtown Toronto,M5H 0A3,bar,ON
43,200 Victoria St.,Cocktail Bar,CA,Toronto,Canada,at Shuter St.,737,"['200 Victoria St. (at Shuter St.)', 'Toronto ON M5B 1W8', 'Canada']",4b6a0069f964a520f3c02be3,"[{'label': 'display', 'lat': 43.654493431269564, 'lng': -79.3789996004105}]",43.654493431269564,-79.3789996004105,Pantages Lounge & Bar, Downtown Toronto,M5B 1W8,bar,ON
44,325 Bay Street,Hotel Bar,CA,Toronto,Canada,,448,"['325 Bay Street', 'Toronto ON M5H', 'Canada']",5a7bc713c3658814224ad10c,"[{'label': 'display', 'lat': 43.6498, 'lng': -79.38016}]",43.6498,-79.38016,Bar Adelaide, Downtown Toronto,M5H,bar,ON
45,51 Lower Simcoe,Steakhouse,CA,Toronto,Canada,,908,"['51 Lower Simcoe', 'Toronto ON', 'Canada']",4b807753f964a520f27430e3,"[{'label': 'display', 'lat': 43.64198353280339, 'lng': -79.38355305296682}]",43.64198353280339,-79.38355305296682,Streak's Bar and Grill, Downtown Toronto,,bar,ON
46,111 Richmond St W,BBQ Joint,CA,Toronto,Canada,,152,"['111 Richmond St W', 'Toronto ON M5H 2G4', 'Canada']",5ab7b799ccad6b687fe53ec8,"[{'label': 'display', 'lat': 43.650421, 'lng': -79.383919}]",43.650421,-79.383919,Cherry Street Bar-B-Que, Downtown Toronto,M5H 2G4,bar,ON
